"id","institutioncode","collectioncode","catalognumber","genus","species","subspecies","identifiedby","collectornumber","collector","stateprovince","county","locality","longitude","latitude","municipality_gbif","datsrc","gen_sp"
9581,"UnB","UB","78854","Paepalanthus","macer",NA,"M. L. O. Trovó","7689","Anderson, WR","Goias",NA,"7km ao S de São João d'Aliança",-47.5247,-14.7056,"São João d'Aliança","gbif","Paepalanthus macer"
9584,"UnB","UB","78844","Paepalanthus","urbanianus",NA,"M. L. O. Trovó","24936","Irwin, HS","Goias",NA,"Alto Paraíso de Goiás, 10km ao S de Alto Paraíso de Goiás",-47.516667,-14.116667,"Alto Paraíso de Goiás","gbif","Paepalanthus urbanianus"
9588,"UnB","UB","78831","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","11-1668","Gottsberger, GK","Mato Grosso",NA,"Base Camp, Half way between Xavantina and São Félix. Base Camp of the Royal Society and Royal Society Geographical Society Expedition",-51.75,-12.85,NA,"gbif","Paepalanthus chiquitensis"
9589,"UnB","UB","78840","Paepalanthus","scholiophyllus",NA,"M. L. O. Trovó","9776","Irwin, HS","Goias",NA,"Cristalina, 5km ao W de Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus scholiophyllus"
9592,"UnB","UB","78807","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","14532","Irwin, HS","Goias",NA,"Posse, Rio da Prata, vicinity of Posse",-46.3694,-14.0931,"Posse","gbif","Paepalanthus chiquitensis"
9593,"UnB","UB","78833","Paepalanthus","elongatus",NA,"M. L. O. Trovó","3417","Fonseca, ML","Goias",NA,"Cristalina",-47.555278,-16.768056,"Cristalina","gbif","Paepalanthus elongatulus"
9599,"UnB","UB","78842","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","2965","Filgueiras, TS","Goias",NA,"Niquelândia, 18km de Niquelândia",-48.4597,-14.4739,"Niquelândia","gbif","Paepalanthus chiquitensis"
9600,"UnB","UB","78814","Paepalanthus","acanthophyllus",NA,"M. L. O. Trovó","83/12184A","Cozac, I","Goias",NA,"Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus acanthophyllus"
9602,"UnB","UB","78812","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","10461","Anderson, WR","Goias",NA,"Corumbá de Goiás, Ca.15km (straight line) N of Corumbá de Goiás",-48.8086,-15.9236,"Corumbá de Goiás","gbif","Paepalanthus chiquitensis"
9605,"UnB","UB","78815","Paepalanthus","flaccidus",NA,"M. L. O. Trovó","10398","Anderson, WR","Goias",NA,"Corumbá de Goiás, 15 km ao N de Corumbá de Goiás",-48.8086,-15.9236,"Corumbá de Goiás","gbif","Paepalanthus flaccidus"
9608,"UnB","UB","78806","Paepalanthus","speciosus",NA,"A. M. Giulietti","16828","Irwin, HS","Mato Grosso",NA,"Nova Xavantina, 20km ao Nova Xvantina",-52.35,-14.666667,"Nova Xavantina","gbif","Actinocephalus polyanthus"
9609,"UnB","UB","78797","Paepalanthus","acanthophyllus",NA,"M. L. O. Trovó","6","Scartezini, BCM","Goias",NA,"Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus acanthophyllus"
9610,"UnB","UB","78811","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","10436","Anderson, WR","Goias",NA,"Corumbá de Goiás, Ca. 15km N (straight line) of Corumbá de Goiás",-48.8086,-15.9236,"Corumbá de Goiás","gbif","Paepalanthus chiquitensis"
9611,"UnB","UB","78818","Paepalanthus","subtilis",NA,"M. L. O. Trovó","13483","Irwin, HS","Goias",NA,"Cristalina, 3km ao E de Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus subtilis"
9613,"UnB","UB","78799","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","13425","Irwin, HS","Goias",NA,"Cristalina, Ca. 5km ao S de Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus chiquitensis"
9618,"UnB","UB","78820","Paepalanthus","acanthophyllus",NA,"M. L. O. Trovó","9804","Pires, JM","Goias",NA,"Cristalina, Fazenda Lopo Botelho",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus acanthophyllus"
9620,"UnB","UB","78802","Paepalanthus","acanthophyllus",NA,"M. L. O. Trovó","3416","Fonseca, ML","Goias",NA,"Cristalina",-47.555278,-16.768056,"Cristalina","gbif","Paepalanthus acanthophyllus"
9621,"UnB","UB","78823","Paepalanthus","elongatus",NA,"M. L. O. Trovó","85","Silva, AP","Goias",NA,"São Domingos, Parque Estadual Terra Ronca",-46.3183,-13.3983,"São Domingos","gbif","Paepalanthus elongatulus"
9624,"UnB","UB","78794","Paepalanthus","scandens",NA,"H. N. Moldenke","32762","Irwin, HS","Goias",NA,"Alto Paraíso de Goiás, 20km ao N de Alto Paraíso de Goiás",-47.516667,-14.116667,"Alto Paraíso de Goiás","gbif","Paepalanthus scandens"
9626,"UnB","UB","78775","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","HJ123","Jancoski, H","Mato Grosso",NA,"Parque Estadual do Araguaia, Fazenda Silvana. Borda sul-sudeste",-50.860722,-12.626417,"Novo Santo Antônio","gbif","Paepalanthus chiquitensis"
9628,"UnB","UB","78767","Paepalanthus","sphaerocephalus",NA,"M. L. O. Trovó","9215","Heringer, EP","Goias",NA,"Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus sphaerocephalus"
9629,"UnB","UB","78783","Paepalanthus","subtilis",NA,"M. L. O. Trovó","33091","Irwin, HS","Goias",NA,"Alto Paraíso de Goiás, 10km ao N de Alto Paraíso de Goiás",-47.516667,-14.116667,"Alto Paraíso de Goiás","gbif","Paepalanthus subtilis"
9631,"UnB","UB","78762","Paepalanthus","elongatus",NA,"N. Hensold","59507","Hatschbach, G","Goias",NA,"Alto Paraíso de Goiás, 5-8km ao S de Alto Paraíso de Goiás",-47.516667,-14.116667,"Alto Paraíso de Goiás","gbif","Paepalanthus elongatulus"
9633,"UnB","UB","78765","Paepalanthus","echinoides",NA,"M. L. O. Trovó","679","Munhoz, CBR","Goias",NA,"Alto Paraíso de Goiás",-47.516667,-14.116667,"Alto Paraíso de Goiás","gbif","Paepalanthus echinoides"
9635,"UnB","UB","78769","Paepalanthus","echinoides",NA,"M. L. O. Trovó","24642","Irwin, HS","Goias",NA,"Alto Paraíso de Goiás, 15km ao S de Alto Paraíso de Goiás",-47.516667,-14.116667,"Alto Paraíso de Goiás","gbif","Paepalanthus echinoides"
9637,"UnB","UB","78795","Paepalanthus","acanthophyllus",NA,"M. L. O. Trovó","705","Munhoz, CBR","Goias",NA,"Alto Paraíso de Goiás, Chico Preto (fora da área das parcelas)",-47.621944,-14.163056,"Alto Paraíso de Goiás","gbif","Paepalanthus acanthophyllus"
9639,"UnB","UB","78755","Paepalanthus","elongatus",NA,"A. M. Giulietti","8044","Anderson, WR","Goias",NA,"Cristalina, 10km ao N de Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus elongatulus"
9642,"UnB","UB","78772","Paepalanthus","trichophyllus",NA,"M. L. O. Trovó","715","Munhoz, CBR","Goias",NA,"Alto Paraíso de Goiás",-47.509333,-14.072694,"Alto Paraíso de Goiás","gbif","Paepalanthus trichophyllus"
9644,"UnB","UB","78748","Paepalanthus","elongatus",NA,"M. L. O. Trovó","673","Munhoz, CBR","Goias",NA,"Alto Paraíso de Goiás",-47.509333,-14.072694,"Alto Paraíso de Goiás","gbif","Paepalanthus elongatulus"
9645,"UnB","UB","78753","Paepalanthus","elongatus",NA,"H. N. Moldenke","14564","Irwin, HS","Goias",NA,"Posse",-46.3694,-14.0931,"Posse","gbif","Paepalanthus elongatulus"
9646,"UnB","UB","78754","Paepalanthus","elongatus","ciliatus","H. N. Moldenke","8045","Anderson, WR","Goias",NA,"Cristalina, 10km ao N de Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus elongatulus"
9647,"UnB","UB","78757","Paepalanthus","elongatus","helichrysoides","H. N. Moldenke","9219","Heringer, EP","Goias",NA,"Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus elongatulus"
9648,"UnB","UB","78768","Paepalanthus","echinoides",NA,"M. L. O. Trovó","412","Munhoz, CBR","Goias",NA,"Alto Paraíso de Goiás, 12 km de Alto Paraíso de Goiás p/ São Jorge",-47.636111,-14.151944,"Alto Paraíso de Goiás","gbif","Paepalanthus echinoides"
9649,"UnB","UB","78756","Paepalanthus","elongatus",NA,"A. M. Giulietti","13298","Irwin, HS","Goias",NA,"Cristalina, 2km ao N de Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus elongatulus"
9651,"UnB","UB","78746","Paepalanthus","echinoides",NA,"M. L. O. Trovó","6468","Anderson, WR","Goias",NA,"Alto Paraíso de Goiás, 20km ao N de Alto Paraíso de Goiás",-47.516667,-14.116667,"Alto Paraíso de Goiás","gbif","Paepalanthus echinoides"
9653,"UnB","UB","78766","Paepalanthus","exiguus",NA,"M. L. O. Trovó","1271","Munhoz, CBR","Goias",NA,"Alto Paraíso de Goiás, 10 km de Alto Paraíso de Goiás p/ Teresina de Goiás",-47.509333,-14.072694,"Alto Paraíso de Goiás","gbif","Paepalanthus exiguus"
9655,"UnB","UB","78743","Paepalanthus","macer",NA,"M. L. O. Trovó","32034","Irwin, HS","Goias",NA,"São João d'Aliança, 10km ao S de São João d'Aliança",-47.5247,-14.7056,"São João d'Aliança","gbif","Paepalanthus macer"
9657,"UnB","UB","78749","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","13588","Irwin, HS","Goias",NA,"Cristalina, 15km ao W de Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus chiquitensis"
9658,"UnB","UB","78750","Paepalanthus","elongatus",NA,"H. N. Moldenke","96","Onishi, E","Goias",NA,"Corumbá de Goiás, Montes Pirineus",-48.8086,-15.9236,"Corumbá de Goiás","gbif","Paepalanthus elongatulus"
9659,"UnB","UB","78740","Paepalanthus","acanthophyllus",NA,"S. Splett","1198","Proença, CEB","Goias",NA,"Alto Paraíso de Goiás, C. 15km de Alto Paraíso na estrada para São Jorge",-47.516667,-14.116667,"Alto Paraíso de Goiás","gbif","Paepalanthus acanthophyllus"
9661,"UnB","UB","78738","Paepalanthus","acanthophyllus",NA,"H. N. Moldenke","32704","Irwin, HS","Goias",NA,"Alto Paraíso de Goiás, 20km N of Alto Paraíso de Goiás",-47.516667,-14.116667,"Alto Paraíso de Goiás","gbif","Paepalanthus acanthophyllus"
9663,"UnB","UB","78752","Paepalanthus","elongatus","angustifolia","H. N. Moldenke","13351","Irwin, HS","Goias",NA,"Cristalina, 3km ao N de Cristalina",-47.6136,-16.7686,"Cristalina","gbif","Paepalanthus elongatulus"
9685,"UFSJ","HUFSJ","8062","Paepalanthus","elongatus",NA,"B. Mourão","415","Costa, MTR","Minas Gerais",NA,"Serra de São José, Marco Zero.",-44.3435,-21.210417,"Santa Cruz de Minas","gbif","Paepalanthus elongatulus"
9686,"UFSJ","HUFSJ","8049","Paepalanthus","subtilis",NA,"B. Mourão","402","Costa, MTR; Costa, MA; Resende, PC","Minas Gerais",NA,"Serra do Lenheiro",-44.493028,-21.240028,"São João del-Rei","gbif","Paepalanthus subtilis"
9687,"UFSJ","HUFSJ","8007","Paepalanthus","subtilis",NA,"B. Mourão","360","Costa, MTR; Carvalho, SN","Minas Gerais",NA,"Serra do Lenheiro",-44.493028,-21.239083,"São João del-Rei","gbif","Paepalanthus subtilis"
9688,"UFSJ","HUFSJ","7965","Paepalanthus","subtilis",NA,"B. Mourão","318","Costa, MTR; Alves, LL; Guimarães, LG","Minas Gerais",NA,"Serra de São José",-44.33475,-21.187083,"Tiradentes","gbif","Paepalanthus subtilis"
9690,"UFSJ","HUFSJ","7907","Paepalanthus","elongatus",NA,"B. Mourão","26","Carvalho, SN; Costa, MTR; Alves, LL","Minas Gerais",NA,"Serra do Lenheiro",-44.291636,-21.157986,"São João del-Rei","gbif","Paepalanthus elongatulus"
9766,"B","Herbarium Berolinense","B 10 0603420","Paepalanthus","bonsai",NA,"M. L. O. Trovó",NA,"Viana,P.L., Mota,N.F.O., Wanderley,M.G.L., Lousada,R. & al.",NA,NA,"Brazil: MG, São Gonçalo do Rio Preto. Parque Estadual do Rio Preto. Alt.: 1450 m. 24/V/2007, Leg.: P. L. Viana, N. F. O. Mota, M. G. L. Wanderley, R. Lousada & al. 2776. ex herb. / ded. : BHCB 107842.",-43.355831,-18.215834,NA,"gbif","Paepalanthus bonsai"
9767,"B","Herbarium Berolinense","B 10 0603417","Paepalanthus","longiciliatus",NA,"M. L. O. Trovó",NA,"Trovó,M.L.O., Sano,P.T., Scatena,V.L. & Echternacht,L.",NA,NA,"Brazil: Goiás, Niquelândia. Estrada para São Jorge. 21 Mar 2009, Leg.: M. L. O. Trovó, P. T. Sano, V. L. Scatena & L. Echternacht 475.",-48.164169,-14.438056,NA,"gbif","Paepalanthus longiciliatus"
9769,"B","Herbarium Berolinense","B 10 0603418","Paepalanthus","macer",NA,"M. L. O. Trovó",NA,"Trovó,M.L.O., Sano,P.T., Nogueira,A. & Watanabe,M.T.C.",NA,NA,"Brazil: Goiás, Alto Paraiso. Parque Nacional da Chapada dos Veadeiros. Estrada para o mulungu. 05 Dez 2007, Leg.: M. L. O. Trovó, P. T. Sano, A. Nogueira & M. T. C. Watanabe 446.",-47.727779,-14.182501,NA,"gbif","Paepalanthus macer"
9774,"Jardim Botânico de Brasília","HEPH","19504","Paepalanthus","scholiophyllus",NA,"F. N. Costa","902","Rodrigues Silva, R; Milhomens, LC","Distrito Federal",NA,"Estação Ecológica do Jardim Botânico de Brasília",-47.858611,-15.890278,"Brasília","gbif","Paepalanthus scholiophyllus"
9778,"Jardim Botânico de Brasília","HEPH","15726","Paepalanthus","brevis",NA,"M. L. O. Trovó","1187","Nóbrega, MGG; Mendes, LC","Distrito Federal",NA,"Estação Ecológica do Jardim Botânico de Brasília, Próximo a área de lazer, lado esquerdo que dá acesso a Caesb",-47.85,-15.866667,"Brasília","gbif","Paepalanthus brevis"
9786,"Jardim Botânico de Brasília","HEPH","4257","Paepalanthus","elongatus",NA,"S. Splett","446","Equipe do Jardim Botânico de Brasília","Distrito Federal",NA,"Estação Ecológica do Jardim Botânico de Brasília, ca. 20km a SE de Brasília",-47.85,-15.866667,"Brasília","gbif","Paepalanthus elongatulus"
9787,"Jardim Botânico de Brasília","HEPH","7056","Paepalanthus","elongatus",NA,"S. Splett","23","Splett, S","Distrito Federal",NA,"Estação Ecológica do Jardim Botânico de Brasília",-47.85,-15.866667,"Brasília","gbif","Paepalanthus elongatulus"
9801,"Universidade Federal de Juiz de Fora","CESJ","66521","Paepalanthus","elongatus",NA,"M. L. O. Trovó","1992","V.A.O. Dittrich; L.V. Lima; E. Landroz","Minas Gerais",NA,"Parque Estadual da Serra do Papagaio, Serra da Careta",-44.782028,-22.114222,"Baependi","gbif","Paepalanthus elongatulus"
9802,"Universidade Federal de Juiz de Fora","CESJ","66519","Paepalanthus","cachambuensis",NA,"R. Ramos","1988","V.A.O. Dittrich; L.V. Lima; E. Landroz","Minas Gerais",NA,"Parque Estadual da Serra do Papagaio, Serra da Careta",-44.782639,-22.114639,"Baependi","gbif","Paepalanthus cachambuensis"
9805,"UFU","HUFU","70593","Paepalanthus","microphyllus",NA,"L. Echternacht","8677","Romero, R.; Versiane, A.F.A.; Fontelas, J.C.; Vital, L.P. & Contro, F.L.","Minas Gerais",NA,"Serra do cipó, Lapinha: estrada para Brumas do Espinhaco.",-43.706944,-19.066111,NA,"gbif","Paepalanthus microphyllus"
9806,"USP","SPF","213711","Paepalanthus","macaheensis",NA,"P. T. Sano","620","Gonella, PM","Minas Gerais",NA,"Parque Estadual do Ibitipoca, Morro do Cruzeiro, na saída da Gruta do Cruzeiro, na margem da trilha.",-43.897456,-21.696861,"Lima Duarte","gbif","Paepalanthus ovatus"
9810,"USP","SPF","184523","Paepalanthus","blepharocnemis",NA,"M. L. O. Trovó","3319","Viana, PL","Minas Gerais",NA,"Serra do Perdizes.",-44.596944,-21.586667,"Carrancas","gbif","Paepalanthus aequalis"
9834,"UFSJ","HUFSJ","7834","Paepalanthus","elongatus",NA,"B. Mourão","257","Costa, MTR; Costa, MA; Rezende, TP","Minas Gerais",NA,"Serra do Lenheiro, subida pelo Tijuco.",-44.473,-21.240722,"São João del-Rei","gbif","Paepalanthus elongatulus"
9841,"G","Geneva Herbarium – General Collection (G)","G-G-133243/1","Paepalanthus","urbanianus",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M. (Coll. Herb. Delessert (?))",NA,NA,"Goias - Plateau central de la province de Goyaz./Estado de Goiás",-49.56972,-15.81194,NA,"gbif","Paepalanthus urbanianus"
9849,"G","Geneva Herbarium – General Collection (G)","G-G-218208/1","Paepalanthus","scleranthus",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M.",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus scleranthus"
9850,"G","Geneva Herbarium – General Collection (G)","G-G-216491/2","Paepalanthus","saxatilis",NA,"M. L. O. Trovó",NA,"Riedel, L. (Coll. Herbier De Candolle)",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus saxatilis"
9851,"G","Geneva Herbarium – General Collection (G)","G-G-216490/2","Paepalanthus","pubescens",NA,"M. L. O. Trovó",NA,"Martius, C. F. P. (Coll. Herbier Boissier)",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus pubescens"
9854,"G","Geneva Herbarium – General Collection (G)","G-G-216491/3","Paepalanthus","saxatilis",NA,"M. L. O. Trovó",NA,"Riedel, L. (Coll. Herbier Boissier)",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus saxatilis"
9858,"G","Geneva Herbarium – General Collection (G)","G-G-216490/1","Paepalanthus","pubescens",NA,"M. L. O. Trovó",NA,"Martius, C. F. P. (Coll. Herbier De Candolle)",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus pubescens"
9863,"G","Geneva Herbarium – General Collection (G)","G-G-216487/1","Paepalanthus","melaleucus",NA,"M. L. O. Trovó",NA,"Riedel, L. (Coll. Herbier Boissier)",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus melaleucus"
9885,"G","Geneva Herbarium – General Collection (G)","G-G-218213/4","Paepalanthus","giganteus",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M. (Coll. herb. Delessert (?))",NA,NA,"Brésil - Province Goyaz",-53.08972,-10.77306,NA,"gbif","Paepalanthus chiquitensis"
9886,"G","Geneva Herbarium – General Collection (G)","G-G-218221/3","Paepalanthus","giganteus",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M. (Coll. Herb. Delessert (?))",NA,NA,"Brésil - Povince de Goyaz",-53.08972,-10.77306,NA,"gbif","Paepalanthus chiquitensis"
9889,"G","Geneva Herbarium – General Collection (G)","G-G-218211/3","Paepalanthus","giganteus",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M. (Coll. Herb. Delessert (?))",NA,NA,"Brésil - Province de Goyaz",-53.08972,-10.77306,NA,"gbif","Paepalanthus chiquitensis"
9890,"G","Geneva Herbarium – General Collection (G)","G-G-218210/2","Paepalanthus","giganteus",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M. (Coll. Herb. Delessert (?))",NA,NA,"Brésil - Province de Goyaz",-53.08972,-10.77306,NA,"gbif","Paepalanthus chiquitensis"
9892,"G","Geneva Herbarium – General Collection (G)","G-G-215860/1","Paepalanthus","conduplicatus",NA,"M. L. O. Trovó",NA,"Clausen, P. C. D.",NA,NA,"Brésil - Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus conduplicatus"
9893,"G","Geneva Herbarium – General Collection (G)","G-G-215856/1","Paepalanthus","capillaris",NA,"M. L. O. Trovó",NA,"Riedel, L.",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus capillaris"
9894,"G","Geneva Herbarium – General Collection (G)","G-G-211442/1","Paepalanthus","caespititus",NA,"M. L. O. Trovó",NA,"Martius, C. F. P.",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus caespititius"
9897,"G","Geneva Herbarium – General Collection (G)","G-G-216319/1","Paepalanthus","diplobetor",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M.",NA,NA,"Rio de Janeiro/Estado do Rio de Janeiro",-42.9125,-22.48222,NA,"gbif","Paepalanthus diplobetor"
9899,"G","Geneva Herbarium – General Collection (G)","G-G-211443/1","Paepalanthus","caespititus",NA,"M. L. O. Trovó",NA,"Claussen, P.",NA,NA,"Minas Gerais/Estado de Minas Gerais",-45.44222,-18.78778,NA,"gbif","Paepalanthus caespititius"
9901,"G","Geneva Herbarium – General Collection (G)","G-G-216317/1","Paepalanthus","corymbosus",NA,"M. L. O. Trovó",NA,"Riedel, L.",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus corymbosus"
9902,"G","Geneva Herbarium – General Collection (G)","G-G-132787/1","Paepalanthus","cordatus",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M.",NA,NA,"Goias - Plateau central de la province de Goyaz./Estado de Goiás",-49.56972,-15.81194,NA,"gbif","Paepalanthus cordatus"
9905,"G","Geneva Herbarium – General Collection (G)","G-G-132860/1","Paepalanthus","aretioides",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M.",NA,NA,"Brésil",-53.08972,-10.77306,NA,"gbif","Paepalanthus aretioides"
9910,"G","Geneva Herbarium – General Collection (G)","G-G-132874/1","Paepalanthus","acanthophyllus",NA,"M. L. O. Trovó",NA,"Glaziou, A. F. M.",NA,NA,"Goias - Plateau central de la province de Goyaz./Estado de Goiás",-49.56972,-15.81194,NA,"gbif","Paepalanthus acanthophyllus"
9911,"G","Geneva Herbarium – General Collection (G)","G-G-233216/1","Paepalanthus","rupestre",NA,"L. Echternacht",NA,"Gardner, G. (Coll. Boissier)",NA,NA,"Brésil - MInas Geraes",-53.08972,-10.77306,NA,"gbif","Paepalanthus rupestris"
9914,"G","Geneva Herbarium – General Collection (G)","G-G-233216/3","Paepalanthus","rupestre",NA,"L. Echternacht",NA,"Gardner, G. (Coll. Moricand)",NA,NA,"Brésil - MInas Geraes",-53.08972,-10.77306,NA,"gbif","Paepalanthus rupestris"
9915,"G","Geneva Herbarium – General Collection (G)","G-G-233216/2","Paepalanthus","rupestre",NA,"L. Echternacht",NA,"Gardner, G. (Coll. De Candolle)",NA,NA,"Brésil - MInas Geraes",-53.08972,-10.77306,NA,"gbif","Paepalanthus rupestris"
9921,"UEFS","HUEFS","217684","Paepalanthus","pulchellus",NA,"C. O. Andrino","302","Brito, J.C.","Bahia",NA,"Larga de Cima.",-41.366667,-13.116667,"Mucugê","gbif","Paepalanthus pulchellus"
9922,"UEFS","HUEFS","217595","Paepalanthus","pulchellus",NA,"C. O. Andrino","211","Brito, J.C.","Bahia",NA,"Gerais do Gobira.",-41.366667,-13.083333,"Mucugê","gbif","Paepalanthus pulchellus"
9925,"UFU","HUFU","70240","Paepalanthus","eriophaeus",NA,"L. Echternacht","3408","Mello-Silva, R.; Alcantara, S. & Montserrat, L.","Minas Gerais",NA,"Estrada vicinal em frente ao clube de campo do Banco do Brasil, em direção à pousada Candeia Torta, seguido para o vale do Riacho das Pedras. Ca 3 Km sul da rodovia Diamantina - Gouveia (BR 367). Encosta com afloramento rochosos e solo areno-pedregos",-43.636667,-18.270556,"Diamantina","gbif","Paepalanthus eriophaeus"
9927,"UFU","HUFU","70239","Paepalanthus","erectifolius",NA,"L. Echternacht","461","Borges, L.M.; Siniscalchi, C.M.; Heiden, G. & Müller, G.","Minas Gerais",NA,"Serra do Cipó. Lapinha da Serra, Trilha para o Pico do Breu em trilha secundária adjacente à encosta.",-43.6725,-19.1075,"Santana do Riacho","gbif","Paepalanthus erectifolius"
9929,"UFU","HUFU","70228","Paepalanthus","nigrescens",NA,"L. Echternacht","69","Antar, G.M.; Escaramai, M.; Kubo, M.T.; Sano, P.T. & Baleeiro, P.","Minas Gerais",NA,"Parque Nacional da Serra do Cipó, Trilha para a Cachoeira da Capivara.",-43.521944,-19.226667,"Santana do Riacho","gbif","Paepalanthus nigrescens"
9930,"UFU","HUFU","69511","Paepalanthus","corymboides",NA,"L. Echternacht","s.n","Gonçalves, A.A.A.","Minas Gerais",NA,"Samarco-Vale do Córrego das Almas, Vale do córrego da Almas em Mariana.",-43.509444,-20.154167,"Mariana","gbif","Paepalanthus melaleucus"
9931,"UFU","HUFU","68782","Paepalanthus","nigrescens",NA,"M. L. O. Trovó","6454","Verdi, M.; Pougy N.; Maurenza, D.; Martins, E. & Dalcin, E.","Minas Gerais",NA,"Pedra do Elefante, APA Morro da Pedreira. Coletado na trilha para a Pedra do Elefante, a partir do riacho da Pousada. Próximo a rodovia MG-10; onde observou-se a presença de turismo (concentração de Pousadas na região). Barriga da Lua até o inicio da",-43.553333,-19.290556,"Santana do Riacho","gbif","Paepalanthus nigrescens"
9934,"UFU","HUFU","68776","Paepalanthus","comans",NA,"L. Echternacht","6895","Verdi, M.; Pougy N.; Maurenza, D.; Martielli, G. & Martins, E.","Minas Gerais",NA,"Entrada Real, Entre Diamantina e Vau.",-43.549167,-18.375,"Diamantina","gbif","Paepalanthus comans"
9935,"UFU","HUFU","68787","Paepalanthus","planifolius",NA,"M. L. O. Trovó","6944","Verdi, M.; Pougy N.; Maurenza, D.; Martielli, G. & Martins, E.","Minas Gerais",NA,"Monumento Natural Estadual Varzea, Do Lajeado e Serra do Raio / APA Água vertentes.",-43.489722,-18.470556,"Serro","gbif","Paepalanthus planifolius"
9936,"UFU","HUFU","68774","Paepalanthus","argenteus",NA,"L. Echternacht","6998","Verdi, M.; Pougy N.; Maurenza, D.; Martielli, G. & Martins, E.","Minas Gerais",NA,"Parque Estadual Biribiri, Lapa dos Fornos.",-43.543889,-18.159167,"Diamantina","gbif","Paepalanthus argenteus"
9937,"UFU","HUFU","68780","Paepalanthus","comans",NA,"L. Echternacht","6832","Verdi, M.; Pougy N.; Maurenza, D.; Martielli, G. & Martins, E.","Minas Gerais",NA,"Galheiros, Lajeado.",-43.762778,-18.291667,"Diamantina","gbif","Paepalanthus comans"
9957,"USP","SPF","214092","Paepalanthus","calvus",NA,"M. L. O. Trovó","1471","Giacomin, LL","Minas Gerais",NA,"Fazenda da Onça (áream mantida pelo Exército Brasileiro), Trilha de subida para o Pico do Carrasco.",-45.335278,-22.614444,"Delfim Moreira","gbif","Paepalanthus calvus"
9965,"UEFS","HUEFS","216371","Paepalanthus","pulchellus",NA,"C. O. Andrino","424","Pimenta, K.M.","Bahia",NA,"Machombongo, Chapada Diamantina. Área depois do rio em frente a Toca.",-41.277778,-13.224167,NA,"gbif","Paepalanthus pulchellus"
9978,"USP","SPF","213716","Paepalanthus","chlorocephalus",NA,"L. Echternacht","247","Gonella, PM","Minas Gerais",NA,"Serra do Cipó, Km112-113 da estrada para Conceição do Mato Dentro, em morro após bifurcação da trilha para o Travessão e cachoeira Congonhas seguindo à esquerda.",-43.558444,-19.303444,"Santana do Riacho","gbif","Paepalanthus chlorocephalus"
9980,"USP","SPF","213712","Paepalanthus","freyreissii",NA,"P. T. Sano","619","Gonella, PM","Minas Gerais",NA,"Parque Estadual do Ibitipoca, Margem direita do rio do Salto, entre a Prainha e a Ponte de Pedra.",-43.89405,-21.710922,"Lima Duarte","gbif","Paepalanthus freyreissii"
