"datsrc","institutioncode","collectioncode","catalognumber","genus","species","identifiedby","collectornumber","collector","stateprovince","county","locality","longitude","latitude","infraspecificEpithet","scientificname_gbif","municipality_gbif","scientificnameauthor_sp"
"splink","MOBOT","MOBOT_BR","3157706","Diplusodon","virgatus","A. Lourteig","Irwin 15479","Howard S. Irwin","Goiás",NA,"Cerrado, Fazenda J. Teles, ca. 10 km. N,W. Of Formosa, Goias, nar source of Rio Parana.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3157712","Diplusodon","oblongus","A. Lourtegi","Irwin 16800","Howard S. Irwin",NA,NA,"Cerrado, reddish sand , ca. 20 km. S. of Xavantina, Mato Grosso.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3157752","Diplusodon","kielmeyeroides","T.B. Cavalcanti","Cavalcanti 2267","Taciana B. Cavalcanti|et al.","Minas Gerais",NA,"SE. BRasil. Entroncamento Vazante-Coranmandel. MG-188 km 38. Serra da Carcaca. Chapadao.",-47.08333,-18.11777,NA,NA,NA,"A. St.-Hil."
"splink","MOBOT","MOBOT_BR","3157760","Diplusodon","oblongus","T.B. Cavalcanti","Heringer 17844","Ezechias P. Heringer",NA,NA,"Mun. de Luziania, GO, Mansoes Reunidas HEringer, Cerrado margem de brejo.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3157787","Diplusodon","virgatus","T.B. Cavalcanti","Arbo 3992","Maria M. Arbo|Renato de Mello-Silva|Aurelio Schinini|Vinicius C. Souza","Minas Gerais",NA,"Ouro Preto, base del pico Itacolomi. Borde de selva.",-43.5,-20.4,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3157812","Diplusodon","sessiliflorus","T. B. Cavalcanti","Glaziou 21415","Auguste F.M. Glaziou",NA,NA,NA,NA,NA,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3157845","Diplusodon","virgatus","A. Lourteig","Hatschbach 51136","Gert G. Hatschbach","Minas Gerais",NA,"Rod. Br-259, ponte Corrego do tigre ( Mun. Gouveia, Minas Gerais).Campo rupestre, solo rochoso.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3157866","Diplusodon","virgatus","J.J. Wurdack","Anderson 10465","William R. Anderson","Goiás",NA,"Ca. 15 km (stragiht line) N of Corumba de Goias. Gallery Forest, adjacent brejo, and drier, higher slopes with grassy campo or rocky cerrado; sandysoil.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3157889","Diplusodon","oblongus","T.B. Cavalcanti","Heringer 393","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva",NA,NA,"Brasilia, DF, Reserva Ecologica do IBGE, picada R-7, Cerrado.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3157966","Diplusodon","puberulus","A. Lourteig","Thomas 5945","W. Wayt Thomas","Minas Gerais",NA,"Mun. Joaquim Felicio, Serra do Gabral, hills above Joa2quim Felicio, along or near road to TV Tower. Rocky cerrado and transition to campo rupestre, onslope.",-44.2,-17.75,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3157970","Diplusodon","kielmeyeroides","T.B. Cavalcanti","Cavalcanti 2269","Taciana B. Cavalcanti|Shirley A. Graham|G.P. da Silva","Minas Gerais",NA,"Serra do Piloes, Estrada vicinal Chapadao. Piloes, km 50, na descida da serra. Cerrado de altitude sobre solo pedregoso.47'08'87 W. 17'50'79'S.",NA,NA,NA,NA,NA,"A. St.-Hil."
"splink","MOBOT","MOBOT_BR","3158050","Diplusodon","foliosus","T. B. Cavalcanti","Hatschbach 53813","Gert G. Hatschbach|Maria M. Hatschbach|V. Nicolack","Goiás",NA,"Rod. Go-118, 10-20 km S o de Sao Joao Da Alianca, Goias.",NA,NA,NA,NA,NA,"(Koehne) T.B. Cavalc."
"splink","MOBOT","MOBOT_BR","3158087","Diplusodon","lanceolatus","T.B.; Cavalcanti","Mexia 5578","Ynés Mexia","Minas Gerais",NA,"Fazenda do Diamante; grassy pasture north of buildings.",NA,NA,NA,NA,NA,"A. St.-Hil."
"splink","MOBOT","MOBOT_BR","3158104","Diplusodon","aggregatifolius","T.B. Cavalcanti","Cavalcanti 2332","Taciana B. Cavalcanti|et al.","Minas Gerais",NA,"Estrada Itacambira-Montes Claros. 4 km de Itacambira, subindo a chapada. Solo arenoso.43'19'60'W. 17'04'89",NA,NA,NA,NA,NA,"T.B. Cavalc."
"splink","MOBOT","MOBOT_BR","3158117","Diplusodon","bradei","T.B. Cavalcanti","Cavalcanti 2301","Taciana B. Cavalcanti","Minas Gerais",NA,"Se. Gouveia. Br-529. Diamantina-Curvelo, 2 km da BR na estrada para a represa da CEMIG. 43'58'73'W.",NA,NA,NA,NA,NA,"Pilg."
"splink","MOBOT","MOBOT_BR","3158220","Diplusodon","aggregatifolius","T.B. Cavalcanti","Cavalcanti 2320","Taciana B. Cavalcanti|et al.","Minas Gerais",NA,"Grao Mogol. Ribeirao dos Bois. Estrada Grao Mogol-Sao Joao da Vacaria, na entrada da cidade de Grao-Mogol. Solo arenoso.",-42.88722,-16.56416,NA,NA,NA,"T.B. Cavalc."
"splink","MOBOT","MOBOT_BR","3158226","Diplusodon","oblongus","T.B. Cavalcanti","Heringer 3122","Ezechias P. Heringer",NA,NA,"BRasilia DF, Bacia Do Rio Sao Bartolomeu, mata ciliar.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3158274","Diplusodon","bradei","A. Lourtegi","Hatschbach 36404","Gert G. Hatschbach|William R. Anderson|Rupert C. Barneby|Bronwen Gates","Minas Gerais",NA,"Br-259, subida da Serra Do Espinhaco.",NA,NA,NA,NA,NA,"Pilg."
"splink","MOBOT","MOBOT_BR","3158332","Diplusodon","buxifolius","T.B. Cavalcanti","Clausen 105A","Peter Clausen","Minas Gerais",NA,"Brasilia.",NA,NA,NA,NA,NA,"Cham. & Schltdl."
"splink","MOBOT","MOBOT_BR","3158378","Diplusodon","thymifolius","T.B. Cavalcanti","Coradín 6644","L. Coradín|et al.","Bahia",NA,"Ibotirma. -Barreiras Km 86. Solo Arenoso Mutio Pedregoso.",NA,NA,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3158452","Diplusodon","punctatus","A. Lourtegi","Hatschbach 59555","Gert G. Hatschbach|Maria M. Hatschbach|E.L. Barbosa","Goiás",NA,"Colinas do Sul, 3-4 km N, GoiasCampo cerrado.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3158453","Diplusodon","buxifolius","T.B. Cavalcanti","Cavalcanti 865","Taciana B. Cavalcanti",NA,NA,"Herbar. Florae.",NA,NA,NA,NA,NA,"Cham. & Schltdl."
"splink","MOBOT","MOBOT_BR","3158487","Diplusodon","alatus","T.B. Cavalcanti","Cavalcanti 2186","Taciana B. Cavalcanti|et al.","Goiás",NA,"Alto Paraiso de Goias. Chapada dos Veadeiros. Estrada alTo Paraiso-Colinas do Sul, a 28 km do entroncamento da Goi-118.",-47.73444,-14.135,NA,NA,NA,"T.B. Cavalc."
"splink","MOBOT","MOBOT_BR","3158660","Diplusodon","appendiculosus","A. Lourteig","Hatschbach 58351","Gert G. Hatschbach|E.L. Barbosa","Goiás",NA,"Terezina de Goias, km 5-10 da rod. para Alto Paraiso, Goias.",NA,NA,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3158818","Diplusodon","appendiculosus","A. Lourteig","Hatschbach 53972","Gert G. Hatschbach|Maria M. Hatschbach|V. Nicolack","Goiás",NA,"Rod. Go-118, 508 km N do Rio Das Almas.",NA,NA,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3158927","Diplusodon","quintuplinervius","A. Lourtegi","Irwin 23070","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Minas Gerais",NA,"Cerrado on gravelly slopes, ca. 3 3km N.E. of Francisco Sa, road to Salinas.",NA,NA,NA,NA,NA,"(Nees) Koehne"
"splink","MOBOT","MOBOT_BR","3158958","Diplusodon","lanceolatus","A.Lourteig","Irwin 26966","Howard S. Irwin","Minas Gerais",NA,"Cerrado, ca. 2km N. of Joaquim Felicio, E. Base.",NA,NA,NA,NA,NA,"A. St.-Hil."
"splink","MOBOT","MOBOT_BR","3158971","Diplusodon","virgatus","T.B. Cavalcanti","Hatschbach 52969","Gert G. Hatschbach|Maria M. Hatschbach|V. Nicolack","Minas Gerais",NA,"Congonhas do NOrte, 5-10 km N, Minas Gerais.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3159067","Diplusodon","ramosissimus","T.B. Cavalcanti","Heringer 4939","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva",NA,NA,"Brasilia DF, Bacia do Rio Sao Bartolomeu. Cerrado.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3159099","Diplusodon","lanceolatus","Al. Lourteig","Irwin 26115","Howard S. Irwin","Minas Gerais",NA,"Cerrado ca. 5 km N of Paracatu.",NA,NA,NA,NA,NA,"A. St.-Hil."
"splink","MOBOT","MOBOT_BR","3159147","Diplusodon","ramosissimus","T.B. Cavalcanti","Heringer 1853","Ezechias P. Heringer",NA,NA,"Brasilia DF, Parque Nacional de Aguas Emendadas.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3159157","Diplusodon","helianthemifolius","T.B. Cavalcanti","Irwin 27462","Howard S. Irwin","Minas Gerais",NA,"Cerrado on hilltop withoutcrops, ca. 18 km E. Of Diamantina.",NA,NA,NA,NA,NA,NA
"splink","MOBOT","MOBOT_BR","3159180","Diplusodon","lanceolatus","A. Lourteig","Hatschbach 55227","Gert G. Hatschbach|Maria M. Hatschbach","Minas Gerais",NA,"Rod. BR-365, entre km 70-72 Mun. Jequitai.",NA,NA,NA,NA,NA,"A. St.-Hil."
"splink","MOBOT","MOBOT_BR","3159192","Diplusodon","helianthemifolius","T.B. Cavalcanti","Cavalcanti 2296","Taciana B. Cavalcanti|Shirley A. Graham|G.P. da Silva","Minas Gerais",NA,"Diamantina. Estrada Diamantina-km 1, . Cerrado denso.",-43.61861,-18.16805,NA,NA,NA,NA
"splink","MOBOT","MOBOT_BR","3159240","Diplusodon","virgatus","A. Lourtegi","Irwin 15266","Howard S. Irwin","Goiás",NA,"Wooded valley, Corrego Estrema, ca. 35 km N.E. of Formosa.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3159355","Diplusodon","virgatus","A. Lourteig","Irwin 17786","Howard S. Irwin","Goiás",NA,"Cerrado, ca. 40 km. So f Caiaponia.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3159374","Diplusodon","leucocalycinus","T.B. Cavalcanti","Cavalcanti 2209","Taciana B. Cavalcanti|Shirley A. Graham|G.P. da Silva","Goiás",NA,"Estrada Alto Paraiso-Tersina d eGoias, a 37 km de Alto Paraiso. Local de camping proximo a cachoeira. Hotel ecologico Alpes Goianos campo rupestre com densa populacao de Vellozia.47'23'79' W.",NA,NA,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3159389","Diplusodon","hexander","T.B. Cavalcanti","Cavalcanti 2298","Taciana B. Cavalcanti|et al.","Minas Gerais",NA,"Cerrado. Municipio; gouveia. Br 529 diamantina-Curvelo, a 100 metros da BR na estrada para a represa da CEMIG. Solo arenoso.18'38'93S.",NA,NA,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3159393","Diplusodon","cordifolius","A. Lourteig","Hatschbach 59477","Gert G. Hatschbach|Maria M. Hatschbach|E.L. Barbosa","Goiás",NA,"Alto Paraiso, rod. para Nova Roma, Rio Bartolomeu.",NA,NA,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3159452","Diplusodon","virgatus","A. Lourteig","Irwin 17699","Howard S. Irwin","Goiás",NA,"Gallery Forest, ca. 6 km N.W of Piranhas, .",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3159464","Diplusodon","orbicularis","A. Lourteig","Hatschbach 31704","Gert G. Hatschbach","Minas Gerais",NA,"Rod. Guinda-Consc. mata ( mun. Diamantina. ).",NA,NA,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3159530","Diplusodon","sigillatus","T.B. Cavalcanti","Cavalcanti 2198","Taciana B. Cavalcanti","Goiás",NA,"Rodovia Go-118, a 10 km ao N de Alto Paraiso de Goias. Alto Paraiso de Goias. Cerrado.",-47.50111,-14.05111,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3159548","Diplusodon","helianthemifolius","T.B. Cavalcanti","Hatschbach 55006","Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas","Minas Gerais",NA,"Chapada das Galinhas.",NA,NA,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3159563","Diplusodon","virgatus","Standley","Mexia 5897","Ynés Mexia","Minas Gerais",NA,"Barao; base of Serra de Capao, inbrushy pasture.",NA,NA,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3159579","Diplusodon","rotundifolius","A. Lourteig","Irwin 28203","Howard S. Irwin","Minas Gerais",NA,"Stony slopes, cerrado. Campo cerrado on outcrops, and wooded valley, ca. 3 km. N. of Sao Joao Chapada.",NA,NA,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3171386","Diplusodon","virgatus","S. Graham (MO)","Brooks 686","Robert R. Brooks","Goiás",NA,"Barro Alto. 11-12 km from town on road running SW through area of serpentinized peridoite.",-48.91666,-14.88333,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3257946","Diplusodon","epilobioides","T.B. Cavalcanti","Cavalcanti 3195","Taciana B. Cavalcanti","Minas Gerais",NA,"Berilo. Usina Hidreletrica de Irape. (Mata seca) mata estacional semi-caducifolia.",-42.57055,-16.75222,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3257947","Diplusodon","epilobioides","T.B. Cavalcanti","Cavalcanti 3142","Taciana B. Cavalcanti","Bahia",NA,"Rio de Contas. Cerrado pedregoso proximo a Barra. Cerrado entre rochas. Relevo: Ondulado. Substrato: Solo areno-pedregoso.",-41.86055,-13.49611,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3257948","Diplusodon","ericoides","T.B. Cavalcanti","Cavalcanti 2721","Taciana B. Cavalcanti","Goiás",NA,"Sao Joao D'Alianca. Seguindo antiga pista de aviação, a 4 km NE a partir da cidade. Campo rupestre. Solo pedregoso branco.",NA,NA,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3257949","Diplusodon","ericoides","G. Pereira-Silva","Silva 5033","G.P. da Silva|João Benedito Pereira|P. de Almeida Salles|S. Pereira de Souza","Goiás",NA,"Sao Joao D'Alianca. Cerrado. Relevo: Acidentado. Solo areno-argiloso de coloração clara, com pequenas rochas soltas.",NA,NA,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3257988","Diplusodon","glaziovii","T.B. Cavalcanti","Cavalcanti 2305","Taciana B. Cavalcanti","Minas Gerais",NA,"Ambiente Geral Campo rupestre. Relevo Montanhoso. Mun: Diamantina. Estrada BR-259 - Conselheiro Mata, km 26. Solo pedregoso.",-43.86666,-18.3,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3257995","Diplusodon","glaucescens","T.B. Cavalcanti","Cavalcanti 3127","Taciana B. Cavalcanti","Minas Gerais",NA,"Conselheiro Mata. Entroncamento da rodovia Datas - Serro (BR-259) com Costa Sena, cerca de 1 km. Campo rupestre, afloramento rochoso. Montanhoso. Solo arenoso.",-43.64444,-18.565,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3258000","Diplusodon","glaucescens","T.B. Cavalcanti","Cavalcanti 3107","Taciana B. Cavalcanti","Mato Grosso",NA,"Mun: Serro. Estrada Serro - Milho Verde, a 19 km de Serro. Campo sujo com Lychnophora e Vellozia. Solo areno-pedregoso.",-43.47833,-18.49472,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3258044","Diplusodon","floribundus","T.B. Cavalcanti","Silva 604","S.P.C. Silva","Goiás",NA,"Mun Niquelandia. Estrada de acesso a Rosariana, proximo a Codemim. Substrato: Latossolo vermelho. Ambiente especifico: Local antropizado, em beira de estrada. Ambeinte geral: Cerrado sensu stricto. Relevo: Ondulado.",-48.35527,-14.17722,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3258047","Diplusodon","floribundus","T.B. Cavalcanti","Walter 3769","B.M.T. Walter","Goiás",NA,"Mun. Niquelandia. Cerca de 1 km abaixo da Codemiin. Proximo ao antigo leito do Rio Bagagem. Cerrado sentido restrito. Relevo Ondulado. Substrato latossolo vermelho-amarelo, areno-argiloso com cascal superficial.",-48.31666,-14.15611,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3258050","Diplusodon","floribundus","T.B. Cavalcanti","Walter 4203","B.M.T. Walter","Goiás",NA,"Mun. Niquelandia. Area de influencia do AHE Serra da Mesa. Saindo da GO 532 em direcao ao lugarejo \""Rosareana\"", 5 km apos a GO 532 (atras da CODEMIN). Area com vegetacao secundaria, onde existia originalmente Mata Seca Semidecidua. Capoeira com predominio",-48.36194,-14.16972,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3258075","Diplusodon","floribundus","T.B. Cavalcanti","Cordovil 452","S.P. Cordovil","Goiás",NA,"Mun. Niquelandia. Fazenda Santo Antonio da Serra Negra (arredantario Divino Duarte). Cerrado aberto/campo sujo. Suavemente ondulado. Ambiente especifico Local antropizado. Solo arenoso com cascalhos e laterita.",-48.36666,-14.125,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3258078","Diplusodon","helianthemifolius","T.B. Cavalcanti","Cavalcanti 3132","Taciana B. Cavalcanti","Minas Gerais",NA,"Mun. Turmalina. BR-120. Proximo a margem direita do rio Itamarandiba. Ambiente Cerrado denso baixo antropizado. Relevo acidentado. Solo areno-pedregoso.",-42.81388,-17.275,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3258080","Diplusodon","helianthemifolius","T.B. Cavalcanti","Cavalcanti 3135","Taciana B. Cavalcanti","Minas Gerais",NA,"Mun. Minas Novas. Estrada de terra para Campo Curiti, na estrada Capelinha - Minas Novas, 500 m. Ambiente Cerrado antropizado. Substrato solo areno-pedregoso.",-43.63166,-17.29388,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3258083","Diplusodon","helianthemifolius","T.B. Cavalcanti","Cavalcanti 3133","Taciana B. Cavalcanti","Minas Gerais",NA,"Mun. Turmalina. Estrada Capelinha - Minas Novas, 1 km do entroncamento. Lado direito da estrada. Cerrado denso antropizado. Relevo Ondulado. Substrato: Solo areno-pedregoso.",-42.66805,-17.30444,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3258089","Diplusodon","helianthemifolius","T.B. Cavalcanti","Vieira 1165","R. Fontes Vieira|G.P. da Silva|O. A. da Silva","Bahia",NA,"Mun. Correntina. Ambiente Cerrado. Substrato Solo Arenoso. Plano. A 130 km de Correntina.",-44.63333,-13.36666,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3258094","Diplusodon","helianthemifolius","T.B. Cavalcanti","Cavalcanti 3105","Taciana B. Cavalcanti","Mato Grosso",NA,"Serro. Estrada de terra Serro - Milho Verde, a 11 km de Serro. Cerrado denso. Solo arenoso.",-43.43833,-18.53861,NA,NA,NA,NA
"splink","MOBOT","MOBOT_BR","3258096","Diplusodon","hirsutus","T.B. Cavalcanti","Cavalcanti 2562","Taciana B. Cavalcanti","Minas Gerais",NA,"Mun. São João del Rei. Estrada de Morro do Ferro para Passa Quatro, 8 km de Morro do Ferro, sentido Passa Quatro. Serra das Vertentes. Relevo: Ondulado. Latossolo com areia e pedra.",-44.9,-21.21666,NA,NA,NA,"(Cham. & Schltdl.) DC."
"splink","MOBOT","MOBOT_BR","3258099","Diplusodon","hexander","T.B. Cavalcanti","Cavalcanti 3129","Taciana B. Cavalcanti","Minas Gerais",NA,"Gouvea. BR-259, Diamantina - Curvelo. Campo rupestre. Montanhoso. Solo areno-pedregoso.",-43.84944,-18.56083,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3258103","Diplusodon","hexander","T.B. Cavalcanti","Cavalcanti 3114","Taciana B. Cavalcanti","Minas Gerais",NA,"Mun. Serro. Estrada Milho Verde - Diamantina, a 11 km de Milho Verde. Campo sujo com Lychnophora e Vellozia. Solo areno-pedregoso.",-43.51416,-18.40333,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3258104","Diplusodon","heringeri","T.B. Cavalcanti","Cavalcanti 3155","Taciana B. Cavalcanti","Goiás",NA,"Mun. Teresina de Goias. GO-118. Estrada Terezina de Goias, Alto Paraiso de Goias, a 30 km de Terezina. Cerrado entre rochas. Montanhoso. Solo areno-pedregoso.",-47.35916,-13.89583,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3258114","Diplusodon","longipes","T.B. Cavalcanti","Walter 3008","B.M.T. Walter","Goiás",NA,"Estrada de Terra da GO-237 p/a Faz Pinte Alta (Ouro fino; etc); Cerca de 7 km da GO-237. Mun. Uruacu. Cerrado Ralo; com elementos de campo Sujo. Solo Franco-Arenoso com muito cascalho superficial. Ondulado.",-48.95,-14.58333,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3258141","Diplusodon","longipes","T.B. Cavalcanti","Silva 5941","G.P. da Silva|et al.","Goiás",NA,"Mun. Cavalcante. Entroncamento Vila Veneno - balsa rio São Felix - Cavalcante, km 3 2. Campo limpo. Ondulado. Solo arenoso. Frequente no local.",-47.86277,-13.68138,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3258148","Diplusodon","longipes","T.B. Cavalcanti","Silva 4422","G.P. da Silva|et al.","Goiás",NA,"Mun. Cavalcante. Estrada Minaçu - Cavalcante passando pela balsa Serra Branca (Coterra), a cerca de 126 km do rio Tocantins. Cerrado; campo sujo seco. Ondulado. Solo pedregoso com alta presenca de quartzo leitoso.",-47.85611,-13.68527,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3258173","Diplusodon","longipes","T.B. Cavalcanti","Cordovil 0154","S.P. Cordovil","Goiás",NA,"Mun. Niquelandia. Borda de Cerrado Aberto (Beira de Estrada). Solo arenoso com afloramentos quartzosos. Plano.",NA,NA,NA,NA,NA,"Koehne"
"splink","MOBOT","MOBOT_BR","3258210","Diplusodon","leucocalycinus","T.B. Cavalcanti","Cavalcanti 3156","Taciana B. Cavalcanti|et al.","Goiás",NA,"Mun Teresina de Goias. GO-118. Estrada Terezina de Goias - Alto Paraiso de Goias, a 30 km de Terezina. Cerrado entre rochas. Montanhoso. Solo areno-pedregoso.",-47.35916,-13.89583,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3258218","Diplusodon","leucocalycinus","T.B. Cavalcanti","Cavalcanti 3150","Taciana B. Cavalcanti","Goiás",NA,"Mun. Teresina de Goias. GO-118. Estrada Terezina de Goias - Alto Paraiso de Goias, a 23 km de Terezina. Cerrado pedregoso. Ondulado. Solo areno-pedregoso.",-47.32805,-13.86111,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3258223","Diplusodon","leucocalycinus","T.B. Cavalcanti","Cavalcanti 3154","Taciana B. Cavalcanti","Goiás",NA,"Teresina de Goias. GO-118. Estrada Terezina de Goias - Alto Paraiso de Goias, a 30 km de Terezina. Cerrado entre rochas. Montanhoso. Solo areno-pedregoso.",-47.35916,-13.89583,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3258234","Diplusodon","leucocalycinus","T.B. Cavalcanti","Cavalcanti 3153","Taciana B. Cavalcanti","Goiás",NA,"Mun. Teresina de Goias. GO-118. Estrada Terezina de Goias - Alto Paraiso de Goias, a 30 km de Terezina. Cerrado entre rochas. Montanhoso. Solo areno-pedregoso.",-47.35916,-13.89583,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3258242","Diplusodon","leucocalycinus","T.B. Cavalcanti","Cavalcanti 3151","Taciana B. Cavalcanti","Goiás",NA,"GO-118. Estrada Terezina de Goias - Alto Paraiso de Goias, a 24 km de Terezina. Cerrado pedregoso. Solo areno-pedregoso.",-47.33555,-13.87472,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3258250","Diplusodon","myrsinitis","T.B. Cavalcanti","Cavalcanti 3088","Taciana B. Cavalcanti","Minas Gerais",NA,"Mun. Itutinga. BR-265, Lavras - Sao Joao Del Rey, cerca de 25 km de Lavras. Margem esquerda da estrada. Campo cerrado sobre rochas. Ondulado. Solo pedregoso.",-44.71388,-21.29805,NA,NA,NA,"DC."
"splink","MOBOT","MOBOT_BR","3258259","Diplusodon","microphyllus","T.B. Cavalcanti","Cavalcanti 2581","Taciana B. Cavalcanti","Minas Gerais",NA,"Mun. Ouro Preto. Ouro Preto. Na subida para o Morro de Sao Sebastiao. Campo sujo de cerrado em altitudd. Montanhoso. Canga ferrosa.",-44.84111,-20.6375,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3258269","Diplusodon","marginatus","T.B. Cavalcanti","Walter 3283","B.M.T. Walter","Goiás",NA,"Mun. Minacu. Estrada Minacu/Serra da Mesa. Cerca de 25 km de Minacu. Campo sujo com manchas de cerrado ralo. Pouco solo areno-argiloso em meio a cascalho e rochas. Plano em regiao acidentada.",-48.43333,-13.81666,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3258290","Diplusodon","marginatus","T.B. Cavalcanti","PEREIRA-SILVA 7493","PEREIRA-SILVA","Goiás",NA,"Mun. Luziania. Faz do Sr. Jose Rodrigues, proximo a Sede. Cerrado (campo sujo). Acidnetado. Solo arenoso com concrecoes de quartzo leitoso.",-48.21361,-16.33027,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3258309","Diplusodon","marginatus","T.B. Cavalcanti","Silva 7940","G.P. da Silva|et al.","Goiás",NA,"Mun. Luziania. Estrada vicinal de acesso ao rio Descoberto (captacao da Saneago km 02. Ambiente Cerrado. Ondulado. Solo argilo-arenoso.",-48.17861,-16.28805,NA,NA,NA,"Pohl"
"splink","MOBOT","MOBOT_BR","3258319","Diplusodon","adpressipilus","T.B. Cavalcanti","Cavalcanti 3159","Taciana B. Cavalcanti","Goiás",NA,"Mun. Alto paraiso de goias. Campo limpo. Solo areno-pedregoso.",-47.75416,-14.15055,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3258321","Diplusodon","adpressipilus","Taciana B. Cavalcanti","PEREIRA-SILVA 5332","PEREIRA-SILVA","Goiás",NA,"Mun. Alto Paraiso de Goias. Rodovia entroncamento GO 118 - Colinas do Sul, km 26.5. Campo limpo. Acidentado. Solo arenoso.",NA,NA,NA,NA,NA,"Lourteig"
"splink","MOBOT","MOBOT_BR","3258329","Diplusodon","adpressipilus","Taciana B. Cavalcanti","Cavalcanti 697","Taciana B. Cavalcanti","Goiás",NA,"Mun. Alto paraiso de goias. Parque Nacional da Chapada dos veadeiros. Estrada para colinas; a 34 km do entroncamento da Go. Campo sujo. Arenoso. Levemente ondulado.",NA,NA,NA,NA,NA,"Lourteig"
